Participant Email,Event Title,Event Date
Danielle.Freeman@testDomain.com,Intro to BME,2021-02-16 12:00:00
Robert.Becker@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Robert.Becker@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Nicole.Burns@testDomain.com,IEEE Xtreme 15.0,2021-10-26 12:00:00
Tommy.Thompson@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Tommy.Thompson@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Tommy.Thompson@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Tommy.Thompson@testDomain.com,Intro to BME,2021-02-16 12:00:00
Gabriela.Baker@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Gabriela.Baker@testDomain.com,IEEE Xtreme 15.0,2021-10-26 12:00:00
Gabriela.Baker@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Gabriela.Baker@testDomain.com,Electric Motors,2021-04-27 12:00:00
Keith.Diaz@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Keith.Diaz@testDomain.com,Electric Motors,2021-04-27 12:00:00
Keith.Diaz@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Franklin.Morton@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Franklin.Morton@testDomain.com,Electric Motors,2021-04-27 12:00:00
Franklin.Morton@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Franklin.Morton@testDomain.com,Intro to BME,2021-02-16 12:00:00
Danny.Gibson@testDomain.com,IEEE Xtreme 15.0,2021-10-26 12:00:00
Danny.Gibson@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Danny.Gibson@testDomain.com,Electric Motors,2021-04-27 12:00:00
Victor.Hayes@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Victor.Hayes@testDomain.com,Electric Motors,2021-04-27 12:00:00
Victor.Hayes@testDomain.com,Intro to BME,2021-02-16 12:00:00
Kimberly.Lewis@testDomain.com,Intro to BME,2021-02-16 12:00:00
Christopher.West@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Christopher.West@testDomain.com,IEEE Xtreme 15.0,2021-10-26 12:00:00
Christopher.West@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Christopher.West@testDomain.com,Intro to BME,2021-02-16 12:00:00
Tanner.Faulkner@testDomain.com,IEEE Xtreme 15.0,2021-10-26 12:00:00
Marissa.White@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Marissa.White@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Marissa.White@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Kevin.Townsend@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Willie.Lee@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Kenneth.Graham@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Charlotte.Steele@testDomain.com,Electric Motors,2021-04-27 12:00:00
Cynthia.Friedman@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Cynthia.Friedman@testDomain.com,Electric Motors,2021-04-27 12:00:00
Cynthia.Friedman@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Melissa.Brown@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Melissa.Brown@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Jacob.Kelly@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Jacob.Kelly@testDomain.com,Intro to BME,2021-02-16 12:00:00
Kim.Perry@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Kim.Perry@testDomain.com,IEEE Xtreme 15.0,2021-10-26 12:00:00
Kim.Perry@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Kim.Perry@testDomain.com,Intro to BME,2021-02-16 12:00:00
Wayne.Smith@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Wayne.Smith@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Charlene.King@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Cassidy.Davis@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Samuel.Oconnor@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Samuel.Oconnor@testDomain.com,IEEE Xtreme 15.0,2021-10-26 12:00:00
Samuel.Oconnor@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Samuel.Oconnor@testDomain.com,Electric Motors,2021-04-27 12:00:00
James.Brady@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
James.Brady@testDomain.com,Electric Motors,2021-04-27 12:00:00
James.Brady@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Michelle.Herman@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Michael.Thomas@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Michael.Thomas@testDomain.com,IEEE Xtreme 15.0,2021-10-26 12:00:00
Michael.Thomas@testDomain.com,Electric Motors,2021-04-27 12:00:00
Kimberly.Osborn@testDomain.com,IEEE Xtreme 15.0,2021-10-26 12:00:00
Kimberly.Osborn@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Garrett.Li@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Garrett.Li@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Garrett.Li@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Garrett.Li@testDomain.com,Intro to BME,2021-02-16 12:00:00
Brandy.Buchanan@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Brandy.Buchanan@testDomain.com,IEEE Xtreme 15.0,2021-10-26 12:00:00
Brandy.Buchanan@testDomain.com,Electric Motors,2021-04-27 12:00:00
Brandy.Buchanan@testDomain.com,Intro to BME,2021-02-16 12:00:00
Shawn.Robinson@testDomain.com,Electric Motors,2021-04-27 12:00:00
Shawn.Robinson@testDomain.com,Intro to BME,2021-02-16 12:00:00
Michael.Hinton@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Michael.Hinton@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Adam.Myers@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Adam.Myers@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Catherine.Doyle@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Catherine.Doyle@testDomain.com,Electric Motors,2021-04-27 12:00:00
Catherine.Doyle@testDomain.com,Intro to BME,2021-02-16 12:00:00
Cole.Conley@testDomain.com,Hashcode 2021,2021-02-25 12:00:00
Cole.Conley@testDomain.com,How to get published with IEEE,2021-03-21 12:00:00
Sydney.Lewis@testDomain.com,IEEE Day 2021,2021-10-05 12:00:00
Sydney.Lewis@testDomain.com,IEEE Xtreme 15.0,2021-10-26 12:00:00
Sydney.Lewis@testDomain.com,Intro to BME,2021-02-16 12:00:00
