Member Id,First Name,Last Name,Email Id,Phone Number,IEEE Number,Status,Training Date,Generation,Registration Date,Deletion Date,Department,UniGrade,RegYearUni
386,Dr.,Tara,Dr..Tara@testDomain.com,5097626389,96196531,0,2014-07-01,H,2012-06-27,Null,22,Undergraduate,2012-01-07
387,Benjamin,Reyes,Benjamin.Reyes@testDomain.com,6816449459,96196532,1,Null,Null,2016-10-11,Null,22,Undergraduate,2016-09-19
388,Timothy,Thornton,Timothy.Thornton@testDomain.com,4757758798,Null,0,2020-10-15,F,2014-08-05,Null,23,Undergraduate,2013-12-17
389,Catherine,Hunt,Catherine.Hunt@testDomain.com,9960566145,96196534,0,Null,Null,2013-12-27,Null,20,Undergraduate,2011-03-26
390,Emily,Ford,Emily.Ford@testDomain.com,6643696217,96196535,1,2019-08-06,E,2016-05-18,Null,25,Postraduate,2015-10-08
391,John,Gomez,John.Gomez@testDomain.com,3026105473,96196536,0,Null,Null,2012-08-10,Null,21,Undergraduate,2012-07-11
392,Joshua,Phillips,Joshua.Phillips@testDomain.com,4124914523,Null,0,2020-06-07,D,2019-05-03,Null,23,Undergraduate,2012-02-18
393,Kevin,Mcdaniel,Kevin.Mcdaniel@testDomain.com,2779347904,96196538,1,Null,Null,2011-04-27,Null,26,Undergraduate,2011-03-27
394,Tammy,Walker,Tammy.Walker@testDomain.com,5445700538,96196539,0,2017-10-28,G,2012-10-12,Null,20,Undergraduate,2011-10-24
395,Margaret,Ramos,Margaret.Ramos@testDomain.com,9855340445,96196540,0,Null,Null,2020-01-07,Null,26,Undergraduate,2017-01-01
396,Megan,Morgan,Megan.Morgan@testDomain.com,4652002726,Null,1,2019-02-16,F,2011-04-09,Null,24,Undergraduate,2011-03-29
397,Katelyn,Smith,Katelyn.Smith@testDomain.com,8768330333,96196542,0,Null,Null,2014-12-05,Null,24,Undergraduate,2012-09-27
398,Michael,Foster,Michael.Foster@testDomain.com,3300372280,96196543,0,2018-01-09,D,2017-06-29,Null,23,Undergraduate,2013-03-01
399,Mrs.,Taylor,Mrs..Taylor@testDomain.com,3190388953,96196544,1,Null,Null,2019-05-14,Null,26,Undergraduate,2011-03-06
400,Luis,Shaw,Luis.Shaw@testDomain.com,5117539575,Null,0,2016-07-06,F,2013-07-14,2016-01-06,24,Undergraduate,2011-01-17
